"work_id","title","domain","field","subfield","topic"
"https://openalex.org/W4406869507","Real-world (RW) experience with atezolizumab + bevacizumab (A+B) for the treatment of unresectable HCC (uHCC): A multicenter study.","Health Sciences","Medicine","Oncology","Cancer Immunotherapy and Biomarkers"
"https://openalex.org/W4406874546","Comorbidities and Healthcare Utilization Among Young Adults With Congenital Heart Defects by Down Syndrome Status—Congenital Heart Survey to Recognize Outcomes, Needs, and <scp>wellbeinG</scp>, 2016–2019","Health Sciences","Medicine","Public Health, Environmental and Occupational Health","Down syndrome and intellectual disability research"
"https://openalex.org/W4406893960","The Impact of Stressful Childhood Life Events on Atopic Dermatitis Disease Activity and Severity","Health Sciences","Medicine","Dermatology","Dermatology and Skin Diseases"
"https://openalex.org/W4407128750","D-stem mutation in an essential tRNA increases translation speed at the cost of fidelity","Life Sciences","Biochemistry, Genetics and Molecular Biology","Molecular Biology","RNA and protein synthesis mechanisms"
"https://openalex.org/W4407196713","Antifungal therapy patterns, healthcare utilization, costs, and mortality in central nervous system and non-central nervous system disseminated coccidioidomycosis across the continuum-of-care","Health Sciences","Medicine","Epidemiology","Fungal Infections and Studies"
"https://openalex.org/W4407280302","Real-world association between ivacaftor initiation and lung function variability: A registry study","Health Sciences","Medicine","Pulmonary and Respiratory Medicine","Cystic Fibrosis Research Advances"
"https://openalex.org/W4407318978","Design of sustainable mortar incorporating construction and demolition waste through adaptive experiments accelerated by machine learning","Physical Sciences","Engineering","Building and Construction","Recycled Aggregate Concrete Performance"
"https://openalex.org/W4407345067","Polarization aberrations in next-generation Giant Segmented Mirror Telescopes (GSMTs)","Physical Sciences","Physics and Astronomy","Atomic and Molecular Physics, and Optics","Adaptive optics and wavefront sensing"
"https://openalex.org/W4407406153","Small Data Insights for Groundwater Management","Physical Sciences","Engineering","Ocean Engineering","Reservoir Engineering and Simulation Methods"
"https://openalex.org/W4407408229","Quantitative vessel mapping on increment cores: a critical comparison of image acquisition methods","Physical Sciences","Engineering","Building and Construction","Wood Treatment and Properties"
"https://openalex.org/W4407574553","HIV-1 adapts to HLA class II–associated selection pressure exerted by CD4 <sup>+</sup> and CD8 <sup>+</sup> T cells","Life Sciences","Immunology and Microbiology","Virology","HIV Research and Treatment"
"https://openalex.org/W4407583639","Search for the associated production of charm quarks and a Higgs boson decaying into a photon pair with the ATLAS detector","Physical Sciences","Physics and Astronomy","Nuclear and High Energy Physics","Particle physics theoretical and experimental studies"
"https://openalex.org/W4407701416","Automated risk stratification in localized prostate cancer using an AI-assisted framework.","Health Sciences","Medicine","Radiology, Nuclear Medicine and Imaging","Radiomics and Machine Learning in Medical Imaging"
"https://openalex.org/W4407703559","Efficacy and Safety of Phase 1 of Very Low Energy Ketogenic Therapy (VLEKT) in Subjects with Obesity and Mild Renal Impairment","Health Sciences","Medicine","Physiology","Diet and metabolism studies"
"https://openalex.org/W4407751654","The Burden of Hospital Illness Associated with Disseminated Versus Isolated Pulmonary Coccidioidomycosis in the United States","Health Sciences","Medicine","Epidemiology","Fungal Infections and Studies"
"https://openalex.org/W4407850833","Can Hot and Cold Slabs Transport Water Into the Deep Mantle Beyond Subduction Zone Magmatism?","Physical Sciences","Earth and Planetary Sciences","Geophysics","Geological and Geochemical Analysis"
"https://openalex.org/W4407908256","Actin Filament Pointed Ends: Assays for Regulation of Assembly and Disassembly by Tropomodulin and Tropomyosin","Health Sciences","Medicine","Cardiology and Cardiovascular Medicine","Cardiomyopathy and Myosin Studies"
"https://openalex.org/W4407953619","The complete genome sequence of Penaeus vannamei nudivirus (previously Baculovirus penaei or P. vannamei singly enveloped nuclear polyhedrosis virus)","Life Sciences","Immunology and Microbiology","Immunology","Invertebrate Immune Response Mechanisms"
"https://openalex.org/W4407978280","Structure, motion, and multiscale search of traveling networks","Physical Sciences","Physics and Astronomy","Statistical and Nonlinear Physics","Complex Network Analysis Techniques"
"https://openalex.org/W4408058971","Application of digital engagement tools for exception from informed consent community consultation and public disclosure in the pediatric prehospital airway resuscitation trial","Social Sciences","Social Sciences","Health","Social Media in Health Education"
"https://openalex.org/W4408117340","Celestial Light Marker: An Engineered Calendar in a Topographically Spectacular Geoscape","Social Sciences","Social Sciences","Geography, Planning and Development","Historical Geography and Cartography"
"https://openalex.org/W4408174573","Predictors of perioperative stroke in patients with Ischemic-type moyamoya disease treated with surgical revascularization: A retrospective multicenter study","Health Sciences","Medicine","Rheumatology","Moyamoya disease diagnosis and treatment"
"https://openalex.org/W4408216652","Genetic and Regulatory Mechanisms of Comorbidity of Anxiety, Depression and ADHD: A GWAS Meta-Meta-Analysis Through the Lens of a System Biological and Pharmacogenomic Perspective in 18.5 M Subjects","Health Sciences","Medicine","Psychiatry and Mental health","Attention Deficit Hyperactivity Disorder"
"https://openalex.org/W4408285731","The influence of FADS genetic variation and omega-3 fatty acid deficiency on cardiometabolic disease risk in a Mexican American population","Health Sciences","Nursing","Nutrition and Dietetics","Fatty Acid Research and Health"
"https://openalex.org/W4408361638","Polarimetry through a flexible imaging fiber bundle with a pixelated polarizer","Physical Sciences","Engineering","Biomedical Engineering","Optical Polarization and Ellipsometry"
"https://openalex.org/W4408376468","Skateparks, pollution, and decolonisation","Social Sciences","Psychology","Social Psychology","Adventure Sports and Sensation Seeking"
"https://openalex.org/W4408503829","Impact of mangrove restoration on microplastic bioaccumulation in fiddler crabs across degraded, restored, and natural ecosystems","Physical Sciences","Environmental Science","Pollution","Microplastics and Plastic Pollution"
"https://openalex.org/W4408557918","Methadone Patient Access to Collaborative Treatment: Protocol for a Pilot and a Randomized Controlled Trial to Establish Feasibility of Adoption and Impact on Methadone Treatment Delivery and Patient Outcomes","Health Sciences","Medicine","Public Health, Environmental and Occupational Health","Opioid Use Disorder Treatment"
"https://openalex.org/W4408660474","Biochemical and physiological characterization of Aedes aegypti midgut chymotrypsin","Health Sciences","Medicine","Public Health, Environmental and Occupational Health","Mosquito-borne diseases and control"
"https://openalex.org/W4408859678","Asking About Cervical Cancer Screening in National Surveys: Implications for Health Literacy and Research","Health Sciences","Medicine","Oncology","Global Cancer Incidence and Screening"
"https://openalex.org/W4408865682","Search for Dark Matter Produced in Association with a Dark Higgs Boson in the <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""> <mml:mrow> <mml:mi>b</mml:mi> <mml:mover accent=""true""> <mml:mrow> <mml:mi>b</mml:mi> </mml:mrow> <mml:mrow> <mml:mo stretchy=""false"">¯</mml:mo> </mml:mrow> </mml:mover> </mml:mrow> </mml:math> Final State Using <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""> <mml:mi>p</mml:mi> <mml:mi>p</mml:mi> </mml:math> Collisions at <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""> <mml:mrow> <mml:msqrt> <mml:mrow> <mml:mi>s</mml:mi> </mml:mrow> </mml:msqrt> <mml:mo>=</mml:mo> <mml:mn>13</mml:mn> <mml:mtext> </mml:mtext> <mml:mtext> </mml:mtext> <mml:mi>TeV</mml:mi> </mml:mrow> </mml:math> with the ATLAS Detector","Physical Sciences","Physics and Astronomy","Nuclear and High Energy Physics","Particle physics theoretical and experimental studies"
"https://openalex.org/W4408905202","Manipulation of interoceptive signaling biases decision making in rhesus macaques","Health Sciences","Medicine","Psychiatry and Mental health","Psychosomatic Disorders and Their Treatments"
"https://openalex.org/W4408940515","Lower growth and production of latewood intra-annual density fluctuations due to drought-triggered forest die-off","Physical Sciences","Earth and Planetary Sciences","Atmospheric Science","Tree-ring climate responses"
"https://openalex.org/W4408994880","Triple negative breast cancer cells acquire lymphocyte proteins and genomic DNA during trogocytosis with T cells","Life Sciences","Immunology and Microbiology","Immunology","Immunotherapy and Immune Responses"
"https://openalex.org/W4409053160","(16) Psyche's Different Possible Formation Scenarios and Internal Structures From Current Constraints","Physical Sciences","Physics and Astronomy","Astronomy and Astrophysics","Astro and Planetary Science"
"https://openalex.org/W4409121925","Augmented Acyl-CoA Biosynthesis Promotes Resistance to TEAD Palmitoylation Site Inhibition","Life Sciences","Biochemistry, Genetics and Molecular Biology","Cell Biology","Hippo pathway signaling and YAP/TAZ"
"https://openalex.org/W4409323775","Task-based regularization in penalized least-squares for binary signal detection tasks in medical image denoising","Physical Sciences","Computer Science","Computer Vision and Pattern Recognition","Image and Signal Denoising Methods"
"https://openalex.org/W4409341129","The JWST Early Release Science Program for Direct Observations of Exoplanetary Systems. III. Aperture Masking Interferometric Observations of the Star HIP 65426 at 3.8 <i>μ</i>m","Physical Sciences","Physics and Astronomy","Astronomy and Astrophysics","Stellar, planetary, and galactic studies"
"https://openalex.org/W4409408435","Spatially clustered neurons in the bat midbrain encode vocalization categories","Life Sciences","Biochemistry, Genetics and Molecular Biology","Developmental Biology","Animal Vocal Communication and Behavior"
"https://openalex.org/W4409881691","When pica takes a step too far: small bowel obstruction due to ingested shoe insoles, a case report and review of literature","Health Sciences","Health Professions","Complementary and Manual Therapy","Therapeutic Uses of Natural Elements"
"https://openalex.org/W4409924004","Rates of Sleep Disorders Based on a Structured Clinical Interview in US Active-Duty Military Personnel with Acute Suicide Risk","Social Sciences","Psychology","Experimental and Cognitive Psychology","Sleep and related disorders"
"https://openalex.org/W4410041516","Associations between the 24-h Activity Daily Cycle and Incident Dementia","Health Sciences","Medicine","Physiology","Physical Activity and Health"
"https://openalex.org/W4410108554","Spontaneous emission in the presence of quantum mirrors","Physical Sciences","Physics and Astronomy","Atomic and Molecular Physics, and Optics","Quantum optics and atomic interactions"
"https://openalex.org/W4410218487","A mantle-plume trigger for one of Earth's largest Precambrian silicic large igneous provinces in the Amazonian Craton","Physical Sciences","Earth and Planetary Sciences","Geophysics","Geological and Geochemical Analysis"
"https://openalex.org/W4410299609","High-energy interactions of charged black holes in full general relativity. II. Near-extremal merger remnants and universality with the irreducible mass","Physical Sciences","Physics and Astronomy","Astronomy and Astrophysics","Pulsars and Gravitational Waves Research"
"https://openalex.org/W4410404639","The Diverse Genetic Landscape of Hearing Impairment in South African Families","Health Sciences","Medicine","Surgery","Head and Neck Anomalies"
"https://openalex.org/W4410631007","Progression trajectories of chronic overlapping pain conditions unveiled across two large clinical data warehouses","Health Sciences","Medicine","Psychiatry and Mental health","Fibromyalgia and Chronic Fatigue Syndrome Research"
"https://openalex.org/W4410731546","Cost-Effective Motionless Color Coded Ptychography for High-Throughput Biomedical Imaging","Physical Sciences","Physics and Astronomy","Radiation","Advanced X-ray Imaging Techniques"
"https://openalex.org/W4410734703","Regulatory Coordination of Photophysical, Photochemical, and Biochemical Reactions in the Photosynthesis of Land Plants","Life Sciences","Biochemistry, Genetics and Molecular Biology","Molecular Biology","Photosynthetic Processes and Mechanisms"
"https://openalex.org/W4410735458","Protein co-aggregates of dense core amyloid plaques and CSF differ in rapidly progressive Alzheimer’s disease and slower sporadic Alzheimer’s disease","Health Sciences","Medicine","Physiology","Alzheimer's disease research and treatments"
"https://openalex.org/W4410739874","Time-in-Range Analysis of Responses after Intravitreal Dexamethasone Therapy in Eyes with Diabetic Macular Edema","Health Sciences","Medicine","Ophthalmology","Retinal Diseases and Treatments"
"https://openalex.org/W4410991530","Transcript profiling of plastid ferrochelatase two mutants reveals that chloroplast singlet oxygen signals lead to global changes in RNA profiles and are mediated by Plant U-Box 4","Life Sciences","Biochemistry, Genetics and Molecular Biology","Molecular Biology","Photosynthetic Processes and Mechanisms"
"https://openalex.org/W4410999270","Dendrochronology and Isotope Chronology of Juglans neotropica and Its Response to El Niño-Related Rainfall Events in Tropical Highlands of Piura, Northern Peru","Physical Sciences","Earth and Planetary Sciences","Atmospheric Science","Tree-ring climate responses"
"https://openalex.org/W4411236856","Physical Activity and Exercise for Cardiometabolic Health and Fitness in CKD","Health Sciences","Health Professions","General Health Professions","Health and Wellbeing Research"
"https://openalex.org/W4411319083","Basins of attraction in a dynamical system with a time-varying control parameter: The case of attack transients in a simple model of reed musical instrument","Physical Sciences","Physics and Astronomy","Statistical and Nonlinear Physics","Quantum chaos and dynamical systems"
"https://openalex.org/W4411389106","A novel theoretical approach to predict the interannual variability of sulfur in Mercury’s exosphere and subsurface","Physical Sciences","Physics and Astronomy","Astronomy and Astrophysics","Planetary Science and Exploration"
"https://openalex.org/W4411785476","TMEM184B modulates endolysosomal acidification via the vesicular proton pump","Life Sciences","Biochemistry, Genetics and Molecular Biology","Cell Biology","Cellular transport and secretion"
"https://openalex.org/W4411924721","Bacterial Contamination of Public and Household Restrooms, and Implications for the Potential Risk of Norovirus Transmission","Health Sciences","Medicine","Pulmonary and Respiratory Medicine","Infection Control and Ventilation"
"https://openalex.org/W4411997051","An Interactive Framework for Implementing Privacy-Preserving Federated Learning: Experiments on Large Language Models","Physical Sciences","Computer Science","Artificial Intelligence","Privacy-Preserving Technologies in Data"
"https://openalex.org/W4412492840","Effectiveness of Virtual Reality and Augmented Reality Training Modules for Geriatric Oral Care in a Residential Aged Care Facility: A Quasi‐Experimental Study","Health Sciences","Dentistry","General Dentistry","Dental Research and COVID-19"
"https://openalex.org/W4412506960","New Field OB and OBe Binaries of the SMC Wing: Observational Properties and Population Modeling","Physical Sciences","Physics and Astronomy","Astronomy and Astrophysics","Solar and Space Plasma Dynamics"
"https://openalex.org/W4412653800","Optimizing Discharge Summaries: A Survey of Inpatient Clinician Perspectives and the Path to Standardization","Health Sciences","Medicine","Emergency Medicine","Hospital Admissions and Outcomes"
"https://openalex.org/W4412738614","Identifying the social mechanisms for multiracial-monoracial health disparities","Social Sciences","Social Sciences","Sociology and Political Science","Racial and Ethnic Identity Research"
"https://openalex.org/W4412845306","Heat Risk Perception and Vulnerability in Puerto Rico: Insights for Climate Adaptation in the Caribbean","Physical Sciences","Environmental Science","Health, Toxicology and Mutagenesis","Climate Change and Health Impacts"
"https://openalex.org/W4412861235","Synthesis of polysubstituted naphthalenes from cyclopentadienones using o-diiodobenzene/NaH as a benzyne system","Physical Sciences","Chemistry","Organic Chemistry","Synthesis and Reactions of Organic Compounds"
"https://openalex.org/W4412865728","The Alarming Surge of Driving Under the Influence-Related Motor Vehicle Crashes","Health Sciences","Medicine","Public Health, Environmental and Occupational Health","Injury Epidemiology and Prevention"
"https://openalex.org/W4412886439","SCAI/HRS Technical Review on Transcatheter Left Atrial Appendage Occlusion","Health Sciences","Medicine","Cardiology and Cardiovascular Medicine","Atrial Fibrillation Management and Outcomes"
"https://openalex.org/W4413188138","A Closer Look at an Unusual Ultradiffuse Galaxy<sup>*</sup>","Physical Sciences","Physics and Astronomy","Astronomy and Astrophysics","Stellar, planetary, and galactic studies"
"https://openalex.org/W4414282327","CAPOS: The bulge Cluster APOgee Survey","Physical Sciences","Physics and Astronomy","Astronomy and Astrophysics","Stellar, planetary, and galactic studies"
"https://openalex.org/W4414435435","Comprehensive Segmentation of Deep Grey Nuclei From Structural <scp>MRI</scp> Data","Health Sciences","Medicine","Radiology, Nuclear Medicine and Imaging","Advanced Neuroimaging Techniques and Applications"
"https://openalex.org/W4406165924","Single-cell RNA sequencing reveals intrahepatic signature related to pathobiology of duck hepatitis A virus type 3 (DHAV-3) infection","Health Sciences","Medicine","Cardiology and Cardiovascular Medicine","Viral Infections and Immunology Research"
"https://openalex.org/W4406213991","Precipitated Withdrawal Induced by Prehospital Naloxone Administration","Health Sciences","Medicine","Public Health, Environmental and Occupational Health","Opioid Use Disorder Treatment"
"https://openalex.org/W4406227267","Moderators of interdependent psychological distress in cancer survivor-caregiver dyads","Health Sciences","Medicine","Oncology","Cancer survivorship and care"
"https://openalex.org/W4406320443","Analytical procedures for the determination of the anisotropy parameters of the non-quadratic orthotropic Yld91 yield function for extruded materials","Physical Sciences","Engineering","Mechanical Engineering","Metal Forming Simulation Techniques"
"https://openalex.org/W4406347878","Roadside Dining: The Collective Movement Behavior of Sulawesi Moor Macaques in a Provisioning Context","Social Sciences","Psychology","Social Psychology","Primate Behavior and Ecology"
"https://openalex.org/W4406377789","Resource availability and competition shape pollinator trophic specialization in longleaf pine savannas","Life Sciences","Agricultural and Biological Sciences","Ecology, Evolution, Behavior and Systematics","Plant and animal studies"
"https://openalex.org/W4406436912","Comparative study of spectral broadening and few-cycle compression of Yb:KGW laser pulses in gas-filled hollow-core fibers","Physical Sciences","Physics and Astronomy","Atomic and Molecular Physics, and Optics","Laser-Matter Interactions and Applications"
"https://openalex.org/W4406523970","Assessing the Impact of Messages About Reduced Nicotine Cigar Products Among People Who Use Little Cigars and Cigarillos: Insights From a Discrete Choice Experiment","Health Sciences","Medicine","Physiology","Smoking Behavior and Cessation"
"https://openalex.org/W4406629095","Single- versus two-test criteria for cognitive impairment: associations with CSF and imaging markers in former American football players","Life Sciences","Neuroscience","Cognitive Neuroscience","Functional Brain Connectivity Studies"
"https://openalex.org/W4406686209","Persistent Classification: Understanding Adversarial Attacks by Studying Decision Boundary Dynamics","Physical Sciences","Computer Science","Artificial Intelligence","Adversarial Robustness in Machine Learning"
"https://openalex.org/W4406725989","Aquatic top predator prefers terrestrial prey in an intermittent stream","Physical Sciences","Environmental Science","Nature and Landscape Conservation","Fish Ecology and Management Studies"
"https://openalex.org/W4406798236","Intratympanic administration of dexamethasone attenuates radiation induced damage to middle ear mucosa","Health Sciences","Medicine","Otorhinolaryngology","Ear Surgery and Otitis Media"
"https://openalex.org/W4406829383","Direct pathway of incorporating dietary nitrogen in shell-bound matrix of the planktic foraminifera Trilobatus sacculifer","Physical Sciences","Environmental Science","Ecology","Isotope Analysis in Ecology"
"https://openalex.org/W4406983667","Developing and validating a HEalthCare NAvigation Competency (HECNAC) Scale for refugees in the United States","Social Sciences","Social Sciences","Sociology and Political Science","Delphi Technique in Research"
"https://openalex.org/W4407065036","Stability of locus coeruleus cell counts despite volume loss in cognitively impaired aged rhesus macaques","Life Sciences","Neuroscience","Neurology","Neuroinflammation and Neurodegeneration Mechanisms"
"https://openalex.org/W4407157636","An endogenous aryl hydrocarbon receptor ligand dysregulates endothelial functions, transcriptome, and phosphoproteome","Health Sciences","Medicine","Obstetrics and Gynecology","Pregnancy and preeclampsia studies"
"https://openalex.org/W4407265379","Melanocortin 1 Receptor Regulates Pathological and Physiological Cardiac Remodeling","Life Sciences","Neuroscience","Endocrine and Autonomic Systems","Regulation of Appetite and Obesity"
"https://openalex.org/W4407300974","Fixed, Systematically Formed versus Continuously Changing Random Team Assignments and Outcomes in a Therapeutics Course","Social Sciences","Social Sciences","Education","Problem and Project Based Learning"
"https://openalex.org/W4407381170","The role of stress granules in heavy metal-induced carcinogenesis","Physical Sciences","Environmental Science","Health, Toxicology and Mutagenesis","Chromium effects and bioremediation"
"https://openalex.org/W4407411698","Rocket Ascent Trajectory Optimization via Physics-Informed Pontryagin Neural Networks","Physical Sciences","Engineering","Aerospace Engineering","Aerospace Engineering and Control Systems"
"https://openalex.org/W4407479868","Generating high-harmonic array beams","Physical Sciences","Physics and Astronomy","Atomic and Molecular Physics, and Optics","Orbital Angular Momentum in Optics"
"https://openalex.org/W4407551214","Simulation of Conducted Responses in Microvascular Networks: Role of Gap Junction Current Rectification","Life Sciences","Neuroscience","Neurology","Barrier Structure and Function Studies"
"https://openalex.org/W4407555933","Consumers’ expected information search behavior for a pharmaceutical treatment","Health Sciences","Health Professions","General Health Professions","Health Literacy and Information Accessibility"
"https://openalex.org/W4407842544","Multimodal learning analytics for game-based assessment of collaborative problem solving skills among young students","Social Sciences","Psychology","Developmental and Educational Psychology","Educational Games and Gamification"
"https://openalex.org/W4407980163","Power Spectra of JWST images of Local Galaxies: Searching for Disk Thickness","Physical Sciences","Physics and Astronomy","Instrumentation","Astronomy and Astrophysical Research"
"https://openalex.org/W4408063609","Reproductive Health Counseling and Outcomes Among Women With Congenital Heart Defects: Results From the Congenital Heart Survey to Recognize Outcomes, Needs, and Well-Being, 2016–2019","Health Sciences","Medicine","Cardiology and Cardiovascular Medicine","Cardiovascular Issues in Pregnancy"
"https://openalex.org/W4408141921","The role of artificial intelligence in emergency medicine pharmacy practice","Health Sciences","Medicine","Health Informatics","Artificial Intelligence in Healthcare and Education"
"https://openalex.org/W4408190235","Intertextuality Is the Name of the Game: Melusine–Undine–Theophrastus Paracelsus–Friedrich de la Motte Fouqué–Christian Petzold: Water Spirits Are with Us, Throughout Time","Social Sciences","Arts and Humanities","Classics","Historical, Literary, and Cultural Studies"
"https://openalex.org/W4408386924","Psychometric Evaluation of the Weekly Version of the PTSD Checklist for <i>DSM</i> -5","Social Sciences","Psychology","Clinical Psychology","Posttraumatic Stress Disorder Research"
"https://openalex.org/W4408403966","Lasmiditan induces mitochondrial biogenesis in primary mouse renal peritubular endothelial cells and augments wound healing and tubular network formation","Health Sciences","Medicine","Pulmonary and Respiratory Medicine","Renal and Vascular Pathologies"
"https://openalex.org/W4408413808","Mapping the Neural Basis of Wake Onset Regularity and Its Effects on Sleep Quality and Positive Affect","Life Sciences","Neuroscience","Cognitive Neuroscience","Sleep and Wakefulness Research"
"https://openalex.org/W4408482664","The economic value of a transplant nephrologist: The case for improving compensation models","Social Sciences","Economics, Econometrics and Finance","Economics and Econometrics","Healthcare Policy and Management"
"https://openalex.org/W4408518795","MeerKAT view of Hickson Compact Groups","Physical Sciences","Physics and Astronomy","Nuclear and High Energy Physics","Black Holes and Theoretical Physics"
"https://openalex.org/W4408573369","Bias Detection and Fairness in Large Language Models for Financial Services","Social Sciences","Social Sciences","Safety Research","Ethics and Social Impacts of AI"
"https://openalex.org/W4408580258","Lack of reproducibility of trial sequential analyses: a meta-epidemiological study","Social Sciences","Decision Sciences","Statistics, Probability and Uncertainty","Meta-analysis and systematic reviews"
"https://openalex.org/W4408675015","Differences in brain function entropy due to cognitive impairment: Application of functional near infrared spectroscopy measures during dual-tasking","Health Sciences","Medicine","Radiology, Nuclear Medicine and Imaging","Optical Imaging and Spectroscopy Techniques"
"https://openalex.org/W4408684592","Infant carrying to enhance parental reflective functioning in early childhood: a model of direct and indirect pathways in a sample of adolescent mothers","Social Sciences","Psychology","Clinical Psychology","Child and Adolescent Psychosocial and Emotional Development"
"https://openalex.org/W4408720528","ZIBGLMM: Zero-inflated bivariate generalized linear mixed model for meta-analysis with double-zero-event studies","Social Sciences","Decision Sciences","Statistics, Probability and Uncertainty","Meta-analysis and systematic reviews"
"https://openalex.org/W4408804774","Search for light neutral particles decaying promptly into collimated pairs of electrons or muons in pp collisions at $$\sqrt{s}$$ = 13 $$\text {T}\text {e}\hspace{-1.00006pt}\text {V}$$ with the ATLAS detector","Physical Sciences","Physics and Astronomy","Nuclear and High Energy Physics","Particle physics theoretical and experimental studies"
"https://openalex.org/W4408952316","College Outcomes for Young Adults With and Without Learning Disabilities and ADHD: Formal-Disability-Programming and Informal-Disability-Supports","Social Sciences","Social Sciences","Safety Research","Disability Education and Employment"
"https://openalex.org/W4408966220","School-informed risk calculator tool for reducing the spread of respiratory viral infection among school-aged children","Health Sciences","Medicine","Epidemiology","Respiratory viral infections research"
"https://openalex.org/W4409027617","Advancing methods for comparative urban research: A city-centric protocol and longitudinal dataset for US metropolitan statistical areas","Social Sciences","Social Sciences","Sociology and Political Science","Urban, Neighborhood, and Segregation Studies"
"https://openalex.org/W4409049592","Understanding the role of family functioning, dietary adherence, and culture on glycemic control among adults with type 2 diabetes: A mediation and moderation analysis","Health Sciences","Medicine","Endocrinology, Diabetes and Metabolism","Diabetes Management and Education"
"https://openalex.org/W4409229925","Recruiting opioid treatment program administrators for a national survey: Outcomes and lessons learned","Health Sciences","Medicine","Public Health, Environmental and Occupational Health","Opioid Use Disorder Treatment"
"https://openalex.org/W4409263449","On the Prevalence of Early Mass Transfer for Very Massive Binaries","Physical Sciences","Physics and Astronomy","Astronomy and Astrophysics","Gamma-ray bursts and supernovae"
"https://openalex.org/W4409308352","Impact of post-transplant cyclophosphamide with bendamustine on immune reconstitution in young patients undergoing T-cell replete haploidentical bone marrow transplantation: results from a phase Ia/Ib clinical trial","Health Sciences","Medicine","Hematology","Hematopoietic Stem Cell Transplantation"
"https://openalex.org/W4409309119","Developing a valuation framework for rangeland conservation investments and ecosystem services","Social Sciences","Economics, Econometrics and Finance","Economics and Econometrics","Economic and Environmental Valuation"
"https://openalex.org/W4409600207","Contrasting the contributions of <scp>12S eDNA</scp> metabarcoding, visual surveys and anaesthetic collections to the historical regional diversity of cryptobenthic and conspicuous fish","Physical Sciences","Environmental Science","Ecology","Environmental DNA in Biodiversity Studies"
"https://openalex.org/W4409905538","Standardized Gene Nomenclature for Chicken Scavenger Receptors","Life Sciences","Biochemistry, Genetics and Molecular Biology","Molecular Biology","Viral Infectious Diseases and Gene Expression in Insects"
"https://openalex.org/W4409917392","CrossModalityDiffusion: Multi-Modal Novel View Synthesis with Unified Intermediate Representation","Physical Sciences","Computer Science","Computer Vision and Pattern Recognition","Advanced Image and Video Retrieval Techniques"
"https://openalex.org/W4409946936","Wavefront Aberrometry in Pseudophakic Patients Before and After Vitrectomy for Bothersome Floaters","Health Sciences","Medicine","Radiology, Nuclear Medicine and Imaging","Retinal and Macular Surgery"
"https://openalex.org/W4410118258","A 20-s Video-Based Assessment of Cognitive Frailty: Results from a Cohort Study within the Precision Aging Network","Health Sciences","Medicine","Geriatrics and Gerontology","Frailty in Older Adults"
"https://openalex.org/W4410163568","When should coccidioidomycosis be in the differential?","Health Sciences","Medicine","Epidemiology","Fungal Infections and Studies"
"https://openalex.org/W4410282173","Peptide signalling in flowering plants: insights into reproductive thermotolerance","Life Sciences","Agricultural and Biological Sciences","Plant Science","Plant Molecular Biology Research"
"https://openalex.org/W4410283318","Mechanical Conditioning (MeCo) Score Progressively Increases Through the Metastatic Cascade in Breast Cancer via Circulating Tumor Cells","Health Sciences","Medicine","Oncology","Cancer Cells and Metastasis"
"https://openalex.org/W4410360913","Anderson localization induced by structural disorder","Physical Sciences","Physics and Astronomy","Atomic and Molecular Physics, and Optics","Quantum many-body systems"
"https://openalex.org/W4410409375","Femtosecond x-ray photon correlation spectroscopy enables direct observations of atomic-scale relaxations of glass forming liquids","Physical Sciences","Materials Science","Materials Chemistry","Material Dynamics and Properties"
"https://openalex.org/W4410522021","The design of the Brazilian Sub-Daily Rainfall dataset (BR-SDR): two decades of high-time-resolution data in Brazil","Physical Sciences","Earth and Planetary Sciences","Atmospheric Science","Precipitation Measurement and Analysis"
"https://openalex.org/W4410752713","Search for $$t\bar{t}H/A \rightarrow t\bar{t}t\bar{t}$$ production in proton–proton collisions at $$\sqrt{s}=13$$ $$\text {TeV}$$ with the ATLAS detector","Physical Sciences","Physics and Astronomy","Nuclear and High Energy Physics","Particle physics theoretical and experimental studies"
"https://openalex.org/W4410775523","Attosecond diffraction imaging of electron dynamics in solids","Life Sciences","Biochemistry, Genetics and Molecular Biology","Structural Biology","Advanced Electron Microscopy Techniques and Applications"
"https://openalex.org/W4410826583","Association of Advanced Practice Providers Integration With Postoperative Outcomes in Pancreatic Surgery","Health Sciences","Medicine","Oncology","Pancreatic and Hepatic Oncology Research"
"https://openalex.org/W4410894906","Discovery of a Novel, Potent, and Selective 5-Hydroxytryptamine 2B Receptor Antagonist that Induces Mitochondrial Biogenesis in the Kidney","Life Sciences","Pharmacology, Toxicology and Pharmaceutics","Pharmacology","Pharmacogenetics and Drug Metabolism"
"https://openalex.org/W4410932419","Mindfulness and Relaxation Interventions Reduce Depression, Negative Affect and Stress in Widow(er)s","Social Sciences","Psychology","Clinical Psychology","Grief, Bereavement, and Mental Health"
"https://openalex.org/W4410959532","Opioid Prescription Patterns 30 Days After Pediatric Supracondylar Humerus Fracture Closed Reduction and Percutaneous Pinning: 2010 to 2021","Health Sciences","Medicine","Public Health, Environmental and Occupational Health","Opioid Use Disorder Treatment"
